Fecha,Producto,Categoría,Cantidad,Precio,Ciudad
28/02/2026,USB 64GB,Almacenamiento,11,49.50,Juliaca
16/08/2026,Impresora A,Impresoras,19,741.00,Trujillo
10/01/2026,Router WiFi,Redes,15,253.00,Lima
25/05/2026,Cable UTP,Redes,4,26.25,Juliaca
15/04/2026,Mouse X,Accesorios,4,50.00,Puno
04/03/2026,Laptop B,Computadoras,14,2880.00,Trujillo
27/03/2026,PC Gamer X,Computadoras,7,5200.00,Puno
15/06/2026,Monitor 27,Computadoras,12,1312.50,Lima
10/04/2026,Teclado K1,Accesorios,17,120.00,Arequipa
24/03/2026,Teclado K1,Accesorios,11,114.00,Trujillo
27/01/2026,Mouse Gamer,Accesorios,4,180.00,Tacna
16/02/2026,Monitor 24,Computadoras,12,850.00,Arequipa
21/07/2026,Disco SSD 2TB,Almacenamiento,20,759.00,Lima
16/08/2026,Monitor 24,Computadoras,11,765.00,Moquegua
26/01/2026,Impresora A,Impresoras,19,780.00,Tacna
08/07/2026,Mouse Gamer,Accesorios,9,162.00,Moquegua
14/02/2026,Impresora Multifunción,Impresoras,3,1207.50,Puno
10/05/2026,Disco SSD 1TB,Almacenamiento,5,418.00,Cusco
10/06/2026,Impresora Multifunción,Impresoras,16,1035.00,Tacna
29/06/2026,Switch 8P,Redes,15,310.00,Trujillo
25/05/2026,Impresora A,Impresoras,3,702.00,Lima
11/03/2026,Disco SSD 2TB,Almacenamiento,1,690.00,Moquegua
01/01/2026,USB 128GB,Almacenamiento,15,75.00,Cusco
28/06/2026,Monitor 24,Computadoras,5,850.00,Juliaca
17/08/2026,Cable UTP,Redes,6,25.00,Puno
05/03/2026,USB 128GB,Almacenamiento,2,82.50,Juliaca
16/03/2026,USB 64GB,Almacenamiento,8,42.75,Cusco
30/06/2026,Switch 8P,Redes,17,294.50,Cusco
27/05/2026,Disco SSD 1TB,Almacenamiento,18,380.00,Puno
03/07/2026,Laptop A,Computadoras,12,2500.00,Lima
05/04/2026,Switch 8P,Redes,9,279.00,Puno
18/05/2026,Audífonos Pro,Accesorios,4,250.00,Cusco
13/01/2026,PC Gamer X,Computadoras,15,5720.00,Trujillo
10/03/2026,Monitor 24,Computadoras,4,807.50,Trujillo
08/03/2026,PC Gamer X,Computadoras,7,4680.00,Cusco
27/06/2026,Laptop A,Computadoras,10,2750.00,Tacna
12/06/2026,Switch 8P,Redes,18,294.50,Trujillo
05/06/2026,Impresora Multifunción,Impresoras,14,1150.00,Tacna
31/03/2026,Mouse X,Accesorios,2,45.00,Lima
22/05/2026,PC Gamer X,Computadoras,12,5720.00,Tacna
25/05/2026,Mouse X,Accesorios,3,47.50,Tacna
25/05/2026,Disco SSD 1TB,Almacenamiento,1,380.00,Lima
29/06/2026,Mouse X,Accesorios,7,50.00,Moquegua
27/01/2026,USB 64GB,Almacenamiento,8,45.00,Arequipa
21/02/2026,Cable UTP,Redes,6,25.00,Moquegua
01/03/2026,PC Gamer X,Computadoras,18,5200.00,Moquegua
27/01/2026,USB 128GB,Almacenamiento,8,82.50,Juliaca
17/06/2026,Disco SSD 2TB,Almacenamiento,13,690.00,Puno
30/01/2026,Laptop C,Computadoras,18,4510.00,Puno
29/05/2026,Monitor 24,Computadoras,8,807.50,Lima
01/08/2026,Audífonos Pro,Accesorios,6,250.00,Trujillo
04/06/2026,Laptop A,Computadoras,7,2500.00,Moquegua
09/08/2026,PC Gamer X,Computadoras,12,4680.00,Cusco
08/08/2026,Cable UTP,Redes,7,27.50,Juliaca
09/06/2026,Laptop B,Computadoras,6,3520.00,Arequipa
01/02/2026,Impresora Multifunción,Impresoras,5,1035.00,Juliaca
08/07/2026,Mouse Gamer,Accesorios,8,180.00,Trujillo
25/07/2026,Mouse X,Accesorios,4,50.00,Arequipa
06/03/2026,Webcam HD,Accesorios,3,190.00,Juliaca
28/04/2026,Impresora Multifunción,Impresoras,6,1207.50,Arequipa
03/07/2026,Teclado K1,Accesorios,3,108.00,Trujillo
17/06/2026,Webcam HD,Accesorios,5,209.00,Moquegua
27/02/2026,Mouse X,Accesorios,8,50.00,Tacna
13/04/2026,Impresora A,Impresoras,1,780.00,Puno
22/07/2026,PC Gamer X,Computadoras,1,4680.00,Lima
04/03/2026,USB 128GB,Almacenamiento,18,75.00,Lima
02/02/2026,Mouse X,Accesorios,6,50.00,Juliaca
20/05/2026,Monitor 27,Computadoras,18,1375.00,Tacna
02/02/2026,Teclado K1,Accesorios,16,120.00,Juliaca
04/02/2026,Monitor 24,Computadoras,4,850.00,Arequipa
22/07/2026,USB 128GB,Almacenamiento,9,82.50,Moquegua
01/07/2026,Switch 8P,Redes,13,294.50,Moquegua
20/07/2026,Monitor 24,Computadoras,9,850.00,Trujillo
08/06/2026,Impresora A,Impresoras,1,780.00,Moquegua
18/02/2026,Mouse Gamer,Accesorios,15,180.00,Cusco
11/02/2026,USB 128GB,Almacenamiento,17,71.25,Lima
26/05/2026,Monitor 27,Computadoras,8,1375.00,Trujillo
14/03/2026,Impresora Multifunción,Impresoras,7,1150.00,Juliaca
11/01/2026,Cable UTP,Redes,6,25.00,Puno
11/06/2026,Webcam HD,Accesorios,18,180.50,Tacna
02/02/2026,Teclado K1,Accesorios,5,114.00,Tacna
04/08/2026,Teclado K1,Accesorios,18,120.00,Puno
30/03/2026,Disco SSD 2TB,Almacenamiento,13,690.00,Arequipa
13/05/2026,Laptop B,Computadoras,8,3200.00,Lima
28/07/2026,Disco SSD 1TB,Almacenamiento,17,361.00,Tacna
28/05/2026,Audífonos Pro,Accesorios,18,225.00,Lima
31/05/2026,Monitor 27,Computadoras,4,1125.00,Puno
14/07/2026,Teclado K1,Accesorios,19,108.00,Trujillo
25/01/2026,Impresora Multifunción,Impresoras,10,1265.00,Cusco
01/06/2026,Disco SSD 1TB,Almacenamiento,20,399.00,Juliaca
17/01/2026,Laptop B,Computadoras,5,3200.00,Juliaca
25/05/2026,Disco SSD 1TB,Almacenamiento,7,418.00,Moquegua
25/06/2026,Audífonos Pro,Accesorios,18,275.00,Moquegua
30/05/2026,Teclado K1,Accesorios,10,120.00,Juliaca
19/02/2026,Disco SSD 1TB,Almacenamiento,3,361.00,Moquegua
10/03/2026,Disco SSD 2TB,Almacenamiento,8,621.00,Tacna
17/02/2026,Mouse X,Accesorios,8,50.00,Puno
22/05/2026,Mouse X,Accesorios,16,45.00,Moquegua
27/02/2026,Cable UTP,Redes,14,27.50,Juliaca
09/03/2026,Webcam HD,Accesorios,8,171.00,Moquegua
19/07/2026,Teclado K1,Accesorios,20,120.00,Lima
20/02/2026,Mouse X,Accesorios,15,50.00,Arequipa
22/01/2026,Audífonos Pro,Accesorios,14,250.00,Lima
17/03/2026,Router WiFi,Redes,4,207.00,Tacna
03/04/2026,Laptop A,Computadoras,4,2625.00,Arequipa
11/03/2026,Laptop A,Computadoras,4,2750.00,Juliaca
19/05/2026,Laptop B,Computadoras,8,3200.00,Tacna
21/01/2026,Laptop A,Computadoras,9,2750.00,Cusco
17/03/2026,Laptop C,Computadoras,13,4100.00,Lima
13/02/2026,Laptop A,Computadoras,7,2375.00,Arequipa
15/01/2026,Mouse X,Accesorios,6,47.50,Puno
29/01/2026,Laptop A,Computadoras,7,2250.00,Moquegua
18/08/2026,Monitor 27,Computadoras,12,1187.50,Arequipa
13/04/2026,Mouse Gamer,Accesorios,10,180.00,Tacna
15/08/2026,Switch 8P,Redes,14,310.00,Puno
10/03/2026,USB 128GB,Almacenamiento,14,67.50,Puno
09/03/2026,Disco SSD 1TB,Almacenamiento,4,380.00,Lima
31/03/2026,Mouse Gamer,Accesorios,17,189.00,Juliaca
06/04/2026,Monitor 24,Computadoras,4,850.00,Puno
06/06/2026,Impresora Multifunción,Impresoras,9,1150.00,Tacna
01/02/2026,Teclado K1,Accesorios,14,120.00,Juliaca
06/08/2026,Audífonos Pro,Accesorios,17,250.00,Lima
01/02/2026,Disco SSD 2TB,Almacenamiento,7,690.00,Tacna
16/03/2026,Impresora Multifunción,Impresoras,20,1207.50,Arequipa
18/08/2026,Monitor 24,Computadoras,7,850.00,Moquegua
02/05/2026,Laptop C,Computadoras,6,3895.00,Puno
14/01/2026,Laptop C,Computadoras,15,4305.00,Juliaca
17/02/2026,Mouse Gamer,Accesorios,20,171.00,Moquegua
02/02/2026,Teclado K1,Accesorios,11,120.00,Puno
23/01/2026,Disco SSD 1TB,Almacenamiento,13,380.00,Juliaca
28/04/2026,Laptop B,Computadoras,20,3200.00,Arequipa
16/02/2026,Cable UTP,Redes,6,25.00,Arequipa
02/06/2026,Laptop B,Computadoras,7,3200.00,Cusco
15/06/2026,Monitor 24,Computadoras,17,765.00,Lima
10/04/2026,Teclado K1,Accesorios,19,126.00,Lima
05/05/2026,Switch 8P,Redes,11,325.50,Juliaca
04/02/2026,USB 128GB,Almacenamiento,11,75.00,Moquegua
14/03/2026,Webcam HD,Accesorios,18,190.00,Arequipa
24/03/2026,Mouse Gamer,Accesorios,12,180.00,Lima
29/05/2026,Impresora Multifunción,Impresoras,5,1150.00,Cusco
11/05/2026,USB 128GB,Almacenamiento,15,78.75,Arequipa
25/07/2026,Teclado K1,Accesorios,6,132.00,Tacna
16/07/2026,Teclado K1,Accesorios,14,126.00,Cusco
27/06/2026,Laptop A,Computadoras,13,2500.00,Lima
31/03/2026,Monitor 24,Computadoras,12,807.50,Moquegua
19/06/2026,Laptop B,Computadoras,6,3200.00,Puno
23/01/2026,Disco SSD 2TB,Almacenamiento,19,690.00,Lima
25/03/2026,Impresora Multifunción,Impresoras,2,1265.00,Cusco
18/01/2026,PC Gamer X,Computadoras,11,5200.00,Moquegua
04/08/2026,Mouse Gamer,Accesorios,11,189.00,Tacna
18/07/2026,Disco SSD 2TB,Almacenamiento,16,724.50,Puno
11/05/2026,Monitor 27,Computadoras,13,1375.00,Cusco
30/07/2026,Switch 8P,Redes,3,310.00,Moquegua
21/07/2026,Laptop A,Computadoras,4,2500.00,Juliaca
05/02/2026,Monitor 27,Computadoras,16,1187.50,Trujillo
09/02/2026,Audífonos Pro,Accesorios,16,237.50,Moquegua
27/03/2026,PC Gamer X,Computadoras,12,4940.00,Puno
07/05/2026,Audífonos Pro,Accesorios,19,225.00,Cusco
25/03/2026,Monitor 27,Computadoras,4,1250.00,Cusco
26/06/2026,Cable UTP,Redes,20,23.75,Arequipa
23/03/2026,Impresora Multifunción,Impresoras,18,1150.00,Tacna
29/03/2026,USB 64GB,Almacenamiento,3,49.50,Trujillo
05/03/2026,Cable UTP,Redes,1,25.00,Lima
22/02/2026,Laptop A,Computadoras,7,2250.00,Tacna
18/04/2026,Audífonos Pro,Accesorios,19,250.00,Tacna
05/02/2026,Impresora A,Impresoras,5,819.00,Arequipa
15/07/2026,USB 128GB,Almacenamiento,20,82.50,Moquegua
01/01/2026,Monitor 27,Computadoras,9,1125.00,Moquegua
22/06/2026,USB 64GB,Almacenamiento,5,49.50,Arequipa
17/01/2026,Webcam HD,Accesorios,18,190.00,Cusco
14/02/2026,Webcam HD,Accesorios,13,190.00,Cusco
14/04/2026,Monitor 24,Computadoras,17,935.00,Arequipa
13/05/2026,Cable UTP,Redes,2,27.50,Moquegua
26/03/2026,Disco SSD 2TB,Almacenamiento,5,759.00,Moquegua
23/04/2026,Impresora Multifunción,Impresoras,16,1150.00,Tacna
16/03/2026,Disco SSD 2TB,Almacenamiento,16,690.00,Tacna
01/01/2026,Impresora Multifunción,Impresoras,3,1207.50,Puno
25/05/2026,Mouse X,Accesorios,9,50.00,Cusco
05/03/2026,Switch 8P,Redes,8,310.00,Tacna
18/05/2026,Laptop B,Computadoras,10,3200.00,Arequipa
13/05/2026,Laptop B,Computadoras,9,2880.00,Puno
03/02/2026,USB 64GB,Almacenamiento,20,47.25,Lima
18/02/2026,PC Gamer X,Computadoras,12,5720.00,Arequipa
14/03/2026,Laptop C,Computadoras,19,4510.00,Lima
29/04/2026,Audífonos Pro,Accesorios,4,275.00,Trujillo
12/04/2026,Disco SSD 1TB,Almacenamiento,11,361.00,Puno
24/04/2026,Switch 8P,Redes,12,279.00,Arequipa
17/07/2026,Router WiFi,Redes,13,230.00,Moquegua
03/04/2026,Webcam HD,Accesorios,2,209.00,Arequipa
13/03/2026,Laptop B,Computadoras,20,3200.00,Lima
08/03/2026,Impresora Multifunción,Impresoras,3,1150.00,Arequipa
27/01/2026,USB 128GB,Almacenamiento,14,82.50,Puno
13/07/2026,Disco SSD 2TB,Almacenamiento,2,690.00,Arequipa
08/02/2026,Webcam HD,Accesorios,3,209.00,Arequipa
06/03/2026,Laptop A,Computadoras,5,2500.00,Lima
12/05/2026,Router WiFi,Redes,18,218.50,Juliaca
20/05/2026,USB 64GB,Almacenamiento,8,47.25,Trujillo
04/03/2026,Monitor 24,Computadoras,2,935.00,Trujillo
20/03/2026,Mouse Gamer,Accesorios,13,198.00,Puno
14/05/2026,Cable UTP,Redes,9,23.75,Arequipa
29/05/2026,Monitor 24,Computadoras,5,765.00,Arequipa
24/03/2026,Disco SSD 1TB,Almacenamiento,17,380.00,Puno
28/01/2026,PC Gamer X,Computadoras,9,4940.00,Juliaca
09/01/2026,USB 128GB,Almacenamiento,6,82.50,Tacna
02/05/2026,Cable UTP,Redes,18,25.00,Tacna
03/06/2026,Laptop C,Computadoras,19,3690.00,Moquegua
08/08/2026,USB 128GB,Almacenamiento,4,75.00,Tacna
18/02/2026,Mouse X,Accesorios,1,45.00,Lima
24/02/2026,Impresora Multifunción,Impresoras,7,1207.50,Puno
14/08/2026,PC Gamer X,Computadoras,8,5200.00,Trujillo
28/05/2026,Teclado K1,Accesorios,16,114.00,Tacna
19/05/2026,Laptop B,Computadoras,8,3360.00,Cusco
19/03/2026,Teclado K1,Accesorios,1,132.00,Tacna
15/08/2026,Monitor 24,Computadoras,8,892.50,Juliaca
16/03/2026,Laptop B,Computadoras,10,2880.00,Lima
04/08/2026,Disco SSD 2TB,Almacenamiento,18,621.00,Juliaca
20/01/2026,Laptop A,Computadoras,4,2250.00,Lima
08/05/2026,Cable UTP,Redes,1,25.00,Moquegua
08/03/2026,Cable UTP,Redes,2,25.00,Cusco
23/07/2026,Teclado K1,Accesorios,4,120.00,Moquegua
18/02/2026,Switch 8P,Redes,7,341.00,Arequipa
02/03/2026,Disco SSD 2TB,Almacenamiento,7,690.00,Puno
02/08/2026,USB 64GB,Almacenamiento,6,45.00,Juliaca
17/02/2026,Disco SSD 2TB,Almacenamiento,20,759.00,Arequipa
27/01/2026,Laptop C,Computadoras,9,3690.00,Tacna
24/07/2026,Laptop B,Computadoras,18,3200.00,Tacna
17/08/2026,Webcam HD,Accesorios,9,180.50,Tacna
24/01/2026,Mouse Gamer,Accesorios,17,171.00,Lima
09/04/2026,Laptop B,Computadoras,19,3040.00,Trujillo
15/08/2026,Teclado K1,Accesorios,8,114.00,Juliaca
09/02/2026,Laptop C,Computadoras,4,3690.00,Juliaca
16/03/2026,Router WiFi,Redes,17,218.50,Juliaca
08/02/2026,Mouse X,Accesorios,6,50.00,Arequipa
09/02/2026,Monitor 24,Computadoras,16,807.50,Arequipa
04/02/2026,Webcam HD,Accesorios,19,190.00,Cusco
14/03/2026,Audífonos Pro,Accesorios,2,250.00,Arequipa
02/03/2026,Teclado K1,Accesorios,2,120.00,Trujillo
25/05/2026,Monitor 27,Computadoras,15,1187.50,Lima
26/01/2026,PC Gamer X,Computadoras,11,4940.00,Lima
25/04/2026,Laptop C,Computadoras,10,4510.00,Juliaca
22/03/2026,PC Gamer X,Computadoras,13,5200.00,Tacna
15/03/2026,Webcam HD,Accesorios,6,190.00,Moquegua
19/05/2026,Impresora A,Impresoras,14,819.00,Cusco
06/07/2026,Laptop A,Computadoras,3,2625.00,Trujillo
01/03/2026,Cable UTP,Redes,4,25.00,Puno
19/01/2026,Laptop C,Computadoras,4,4305.00,Arequipa
25/02/2026,Disco SSD 2TB,Almacenamiento,5,690.00,Tacna
10/04/2026,Laptop C,Computadoras,14,3895.00,Trujillo
15/07/2026,Webcam HD,Accesorios,17,190.00,Tacna
25/06/2026,Mouse X,Accesorios,3,50.00,Tacna
09/02/2026,Impresora Multifunción,Impresoras,16,1207.50,Cusco
24/05/2026,Laptop A,Computadoras,12,2500.00,Lima
19/04/2026,Laptop A,Computadoras,10,2250.00,Juliaca
01/02/2026,Laptop B,Computadoras,7,3040.00,Juliaca
10/06/2026,Router WiFi,Redes,10,253.00,Arequipa
09/06/2026,Audífonos Pro,Accesorios,17,275.00,Trujillo
18/04/2026,Disco SSD 2TB,Almacenamiento,12,655.50,Tacna
27/01/2026,Router WiFi,Redes,13,253.00,Trujillo
24/01/2026,Webcam HD,Accesorios,18,199.50,Puno
09/07/2026,Mouse Gamer,Accesorios,8,180.00,Moquegua
19/01/2026,PC Gamer X,Computadoras,15,5200.00,Cusco
17/05/2026,PC Gamer X,Computadoras,2,5460.00,Tacna
02/03/2026,USB 128GB,Almacenamiento,17,78.75,Cusco
13/08/2026,Disco SSD 1TB,Almacenamiento,13,361.00,Arequipa
30/05/2026,Mouse X,Accesorios,4,47.50,Trujillo
25/05/2026,USB 128GB,Almacenamiento,2,78.75,Trujillo
29/06/2026,USB 128GB,Almacenamiento,12,75.00,Trujillo
15/01/2026,Audífonos Pro,Accesorios,14,275.00,Cusco
05/07/2026,Cable UTP,Redes,19,25.00,Lima
01/04/2026,Mouse X,Accesorios,7,55.00,Trujillo
07/03/2026,Webcam HD,Accesorios,6,180.50,Juliaca
08/01/2026,Mouse Gamer,Accesorios,20,189.00,Moquegua
14/07/2026,Webcam HD,Accesorios,3,180.50,Lima
11/02/2026,Impresora A,Impresoras,4,741.00,Cusco
25/05/2026,Laptop B,Computadoras,13,2880.00,Lima
26/07/2026,Mouse X,Accesorios,20,52.50,Trujillo
27/02/2026,USB 128GB,Almacenamiento,20,82.50,Arequipa
09/02/2026,Cable UTP,Redes,3,22.50,Juliaca
15/06/2026,Impresora A,Impresoras,7,702.00,Moquegua
07/07/2026,Disco SSD 1TB,Almacenamiento,3,380.00,Puno
10/05/2026,Disco SSD 1TB,Almacenamiento,9,399.00,Puno
19/04/2026,Laptop B,Computadoras,10,3200.00,Arequipa
19/07/2026,USB 128GB,Almacenamiento,13,67.50,Tacna
27/07/2026,Monitor 24,Computadoras,14,850.00,Arequipa
18/04/2026,Mouse Gamer,Accesorios,16,171.00,Cusco
15/05/2026,Teclado K1,Accesorios,11,120.00,Puno
04/04/2026,Impresora A,Impresoras,1,702.00,Juliaca
14/05/2026,Laptop C,Computadoras,2,4100.00,Moquegua
17/07/2026,Cable UTP,Redes,16,25.00,Puno
13/03/2026,Monitor 24,Computadoras,9,850.00,Puno
17/04/2026,Router WiFi,Redes,12,218.50,Arequipa
13/05/2026,Laptop C,Computadoras,16,4510.00,Tacna
11/03/2026,Impresora Multifunción,Impresoras,17,1207.50,Puno
25/05/2026,Switch 8P,Redes,18,294.50,Tacna
06/06/2026,Switch 8P,Redes,12,310.00,Lima
25/07/2026,Disco SSD 1TB,Almacenamiento,9,418.00,Puno
03/05/2026,Switch 8P,Redes,15,310.00,Trujillo
24/02/2026,Laptop C,Computadoras,7,4100.00,Puno
06/08/2026,Laptop B,Computadoras,12,2880.00,Moquegua
30/05/2026,USB 64GB,Almacenamiento,15,40.50,Moquegua
15/08/2026,USB 64GB,Almacenamiento,5,45.00,Juliaca
28/02/2026,Webcam HD,Accesorios,11,190.00,Cusco
09/05/2026,Webcam HD,Accesorios,8,190.00,Arequipa
03/04/2026,Mouse X,Accesorios,11,55.00,Lima
06/05/2026,Monitor 27,Computadoras,4,1250.00,Puno
18/04/2026,Mouse Gamer,Accesorios,13,180.00,Arequipa
19/06/2026,PC Gamer X,Computadoras,13,5720.00,Juliaca
19/08/2026,Mouse X,Accesorios,4,55.00,Trujillo
01/06/2026,Disco SSD 1TB,Almacenamiento,13,418.00,Cusco
23/07/2026,USB 64GB,Almacenamiento,17,45.00,Lima
10/02/2026,Audífonos Pro,Accesorios,18,250.00,Lima
30/07/2026,USB 64GB,Almacenamiento,2,47.25,Puno
25/04/2026,Teclado K1,Accesorios,19,132.00,Lima
22/05/2026,Mouse X,Accesorios,20,47.50,Moquegua
05/01/2026,Laptop B,Computadoras,15,3200.00,Cusco
13/03/2026,Disco SSD 1TB,Almacenamiento,20,380.00,Lima
28/02/2026,Impresora A,Impresoras,2,858.00,Juliaca
02/06/2026,Teclado K1,Accesorios,16,120.00,Cusco
15/03/2026,Impresora A,Impresoras,15,819.00,Moquegua
24/07/2026,USB 128GB,Almacenamiento,20,67.50,Tacna
22/07/2026,Impresora Multifunción,Impresoras,3,1150.00,Trujillo
02/01/2026,Cable UTP,Redes,18,25.00,Lima
05/06/2026,Router WiFi,Redes,14,253.00,Moquegua
23/06/2026,Laptop C,Computadoras,16,3895.00,Arequipa
17/04/2026,Disco SSD 2TB,Almacenamiento,2,690.00,Puno
05/02/2026,Webcam HD,Accesorios,10,190.00,Lima
25/05/2026,Laptop C,Computadoras,14,3895.00,Arequipa
02/07/2026,Mouse X,Accesorios,19,55.00,Trujillo
23/02/2026,Router WiFi,Redes,7,230.00,Lima
28/04/2026,Disco SSD 2TB,Almacenamiento,3,759.00,Cusco
18/08/2026,Disco SSD 2TB,Almacenamiento,5,690.00,Tacna
18/02/2026,Impresora A,Impresoras,15,780.00,Lima
09/05/2026,Mouse X,Accesorios,20,50.00,Puno
12/01/2026,Monitor 24,Computadoras,18,892.50,Arequipa
10/04/2026,USB 64GB,Almacenamiento,17,40.50,Juliaca
08/01/2026,Impresora Multifunción,Impresoras,15,1150.00,Tacna
04/04/2026,Monitor 24,Computadoras,12,935.00,Puno
13/08/2026,Laptop B,Computadoras,17,3200.00,Arequipa
12/06/2026,Laptop C,Computadoras,1,4305.00,Puno
20/02/2026,Teclado K1,Accesorios,14,108.00,Cusco
16/04/2026,Laptop A,Computadoras,19,2750.00,Moquegua
24/03/2026,Teclado K1,Accesorios,13,120.00,Arequipa
04/01/2026,Audífonos Pro,Accesorios,6,225.00,Tacna
04/01/2026,Switch 8P,Redes,16,310.00,Juliaca
17/07/2026,Switch 8P,Redes,19,279.00,Puno
20/04/2026,Mouse X,Accesorios,19,50.00,Arequipa
23/01/2026,Cable UTP,Redes,3,27.50,Lima
14/02/2026,Laptop C,Computadoras,16,3895.00,Trujillo
26/06/2026,Webcam HD,Accesorios,7,171.00,Trujillo
14/07/2026,Disco SSD 1TB,Almacenamiento,18,380.00,Arequipa
15/07/2026,Switch 8P,Redes,19,310.00,Trujillo
16/06/2026,Monitor 27,Computadoras,12,1250.00,Puno
14/06/2026,Monitor 24,Computadoras,10,850.00,Moquegua
04/02/2026,Monitor 27,Computadoras,5,1187.50,Puno
22/04/2026,Impresora A,Impresoras,2,780.00,Cusco
03/02/2026,Disco SSD 2TB,Almacenamiento,17,655.50,Cusco
25/03/2026,Mouse Gamer,Accesorios,14,180.00,Lima
17/06/2026,Disco SSD 1TB,Almacenamiento,19,418.00,Tacna
14/08/2026,Impresora A,Impresoras,3,780.00,Tacna
19/08/2026,Mouse Gamer,Accesorios,3,198.00,Moquegua
30/01/2026,Teclado K1,Accesorios,1,120.00,Arequipa
07/08/2026,Audífonos Pro,Accesorios,18,250.00,Cusco
05/03/2026,Disco SSD 2TB,Almacenamiento,1,759.00,Cusco
06/05/2026,Webcam HD,Accesorios,3,171.00,Moquegua
31/05/2026,PC Gamer X,Computadoras,6,5460.00,Tacna
09/03/2026,Webcam HD,Accesorios,9,171.00,Lima
18/08/2026,USB 128GB,Almacenamiento,12,78.75,Lima
12/06/2026,Mouse Gamer,Accesorios,8,180.00,Trujillo
15/05/2026,Switch 8P,Redes,20,325.50,Cusco
20/01/2026,Webcam HD,Accesorios,9,199.50,Puno
26/03/2026,Impresora A,Impresoras,12,741.00,Tacna
17/07/2026,Cable UTP,Redes,10,23.75,Trujillo
24/05/2026,Impresora A,Impresoras,11,741.00,Cusco
17/02/2026,Cable UTP,Redes,7,26.25,Juliaca
11/01/2026,Audífonos Pro,Accesorios,20,275.00,Lima
31/03/2026,Cable UTP,Redes,12,25.00,Lima
01/02/2026,Laptop A,Computadoras,7,2625.00,Moquegua
20/05/2026,Monitor 27,Computadoras,7,1250.00,Puno
29/07/2026,Disco SSD 1TB,Almacenamiento,17,399.00,Lima
07/05/2026,Switch 8P,Redes,4,310.00,Puno
05/07/2026,USB 64GB,Almacenamiento,9,42.75,Lima
13/08/2026,Impresora Multifunción,Impresoras,19,1207.50,Tacna
17/01/2026,Switch 8P,Redes,1,310.00,Arequipa
15/05/2026,Mouse Gamer,Accesorios,20,198.00,Lima
18/06/2026,Teclado K1,Accesorios,14,126.00,Puno
07/03/2026,Audífonos Pro,Accesorios,8,250.00,Moquegua
30/06/2026,Impresora A,Impresoras,5,858.00,Trujillo
14/04/2026,Mouse Gamer,Accesorios,7,171.00,Arequipa
28/04/2026,Audífonos Pro,Accesorios,1,275.00,Moquegua
28/05/2026,Teclado K1,Accesorios,5,114.00,Puno
10/06/2026,Disco SSD 1TB,Almacenamiento,10,380.00,Moquegua
21/06/2026,Laptop B,Computadoras,11,3520.00,Tacna
05/03/2026,USB 64GB,Almacenamiento,4,42.75,Moquegua
13/05/2026,Laptop B,Computadoras,8,3200.00,Puno
16/02/2026,Router WiFi,Redes,2,207.00,Cusco
27/05/2026,Laptop A,Computadoras,20,2500.00,Juliaca
09/03/2026,Laptop C,Computadoras,17,4100.00,Moquegua
02/08/2026,Router WiFi,Redes,13,230.00,Lima
07/04/2026,Mouse Gamer,Accesorios,7,189.00,Tacna
23/02/2026,PC Gamer X,Computadoras,20,5200.00,Lima
29/06/2026,Mouse Gamer,Accesorios,2,162.00,Cusco
06/05/2026,Disco SSD 1TB,Almacenamiento,3,380.00,Juliaca
16/03/2026,Laptop C,Computadoras,13,3690.00,Cusco
30/01/2026,Disco SSD 2TB,Almacenamiento,10,655.50,Lima
05/03/2026,Laptop A,Computadoras,2,2750.00,Arequipa
16/08/2026,Laptop A,Computadoras,3,2500.00,Lima
01/04/2026,USB 64GB,Almacenamiento,9,45.00,Lima
20/06/2026,Laptop A,Computadoras,19,2375.00,Cusco
15/08/2026,Laptop C,Computadoras,2,4305.00,Trujillo
15/01/2026,Laptop A,Computadoras,14,2250.00,Tacna
19/04/2026,Mouse Gamer,Accesorios,13,180.00,Moquegua
28/06/2026,Monitor 27,Computadoras,11,1125.00,Moquegua
10/07/2026,Webcam HD,Accesorios,16,190.00,Juliaca
06/03/2026,Cable UTP,Redes,14,25.00,Arequipa
31/01/2026,Switch 8P,Redes,12,325.50,Juliaca
24/07/2026,Teclado K1,Accesorios,20,132.00,Tacna
09/05/2026,Teclado K1,Accesorios,14,120.00,Cusco
17/04/2026,USB 128GB,Almacenamiento,19,75.00,Juliaca
05/06/2026,Webcam HD,Accesorios,14,190.00,Trujillo
02/03/2026,Teclado K1,Accesorios,9,120.00,Tacna
12/04/2026,Impresora Multifunción,Impresoras,1,1092.50,Tacna
28/04/2026,Audífonos Pro,Accesorios,2,275.00,Cusco
19/04/2026,Router WiFi,Redes,20,230.00,Moquegua
13/01/2026,Impresora Multifunción,Impresoras,4,1150.00,Moquegua
02/04/2026,USB 64GB,Almacenamiento,10,49.50,Moquegua
08/06/2026,Webcam HD,Accesorios,15,190.00,Arequipa
13/08/2026,Monitor 24,Computadoras,13,892.50,Tacna
23/07/2026,Cable UTP,Redes,13,25.00,Cusco
19/01/2026,Webcam HD,Accesorios,16,190.00,Arequipa
18/08/2026,Laptop B,Computadoras,14,3360.00,Trujillo
29/04/2026,Router WiFi,Redes,5,241.50,Cusco
01/03/2026,Disco SSD 1TB,Almacenamiento,19,380.00,Juliaca
20/01/2026,Disco SSD 2TB,Almacenamiento,13,759.00,Juliaca
03/01/2026,Router WiFi,Redes,13,207.00,Juliaca
